sõna,sihtsünohulk,suhtesoovitused,sihtsünohulga definitsioon,suhtega seotud soovitused
TEADMINE,maailmapilt.n.01,"{""Synset('käsitus.n.01')"", ""Synset('idee.n.01')"", ""Synset('hoiak.n.01')""}","olemasolevate teadmiste alusel moodustuv kujutlus, arusaam maailmas põhimõtete, veendumuste ja ideaalide kogum, mis määrab inimese suhtumise tegelikkusesse ja tema peamised tegevussuunad",set()
TEADUSKOND,loomaarstiteaduskond.n.01,"{""Synset('arstiteaduskond.n.01')""}",,set()
TEADUSKOND,põllumajandusteaduskond.n.01,"{""Synset('majandusteaduskond.n.01')""}",,set()
TEATER,ülikooliteater.n.01,"{""Synset('kooliteater.n.01')""}",ülikooli omanduses olev v alluvuses tegutsev teater,set()
TEE,ülesõidutee.n.01,"{""Synset('sõidutee.n.01')""}",,set()
TEE,kõnnitee.n.01,"{""Synset('tänav.n.01')"", ""Synset('maantee.n.01')""}",jalakäijate tee tänava v. maantee ääres,"{""Synset('tänav.n.01')""}"
TEE,munakivitee.n.01,"{""Synset('kivitee.n.01')""}",,set()
TEE,sissesõidutee.n.01,"{""Synset('sõidutee.n.01')""}",,set()
TEE,heinaveotee.n.01,"{""Synset('veotee.n.01')""}",,set()
TEE,tänav.n.01,"{""Synset('kõnnitee.n.01')""}","ühelt v. mõlemalt poolt majade, tarade vms. piiratud (kõnniteedega varustatud) linna- vm. asula tee (EKSS)","{""Synset('kõnnitee.n.01')""}"
TEE,palgiveotee.n.01,"{""Synset('veotee.n.01')""}",,set()
TEE,ralliteereetee.n.01,"{""Synset('talitee.n.01')""}",,set()
TEE,puuveotee.n.01,"{""Synset('veotee.n.01')""}",,set()
TEE,väljaveotee.n.01,"{""Synset('veotee.n.01')""}",,set()
TEE,taimetee.n.01,"{""Synset('ravimtee.n.01')""}","taimeosad joogi valmistamiseks; sellest valmistatud jook maarohtudest tee, ravimtee",set()
TEE,vöönd.n.04,"{""Synset('rada.n.05')""}",paralleelselt loetav või kirjutatav radade rühm magnettrumlil või magnetkettal,set()
TEENIJA,kannupoiss.n.02,"{""Synset('sulane.n.01')""}","rüütlit teeniv 14–21-aastane nooruk, rüütli relvakandja (EKSS)",set()
TEENISTUJA,asetäitja.n.01,"{""Synset('assistent.n.01')""}","assistent, kes võib tegutseda, kui tema ülemus puudub",set()
TEENISTUJA,matusekorraldaja.n.01,"{""Synset('korraldaja.n.02')""}",matusetalituse pidaja,set()
TEENISTUJA,tsensor.n.01,"{""Synset('ametnik.n.01')""}",tsenseeriv ametnik (EKSS),set()
TEENISTUJA,postiametnik.n.01,"{""Synset('ametnik.n.01')""}",,set()
TEENISTUJA,mehaanik.n.01,"{""Synset('oskustööline.n.02')""}","mehaanika spetsialist; oskustööline, kes ehitab, hooldab ning remondib masinaid ja seadmeid (EKSS)",set()
TEENISTUJA,turvamees.n.01,"{""Synset('ülem.n.01')""}",,set()
TEENISTUJA,assistent.n.01,"{""Synset('asetäitja.n.01')""}","mingis töös kellelgi ajutiselt, juhuslikult või pidevalt abiks olev isik",set()
TEENISTUJA,tseremooniameister.n.01,"{""Synset('ülem.n.01')""}",piduliku kombetalituse läbiviija või juhataja,set()
TEENISTUS,ajateenistus.n.01,"{""Synset('tegevteenistus.n.01')""}",kohustuslik tegevteenistus relvajõududes,set()
TEENISTUS,asendusteenistus.n.01,"{""Synset('kaitseväeteenistus.n.01')""}",kaitseväeteenistusest usulistel või kõlbelistel põhjustel keeldunute kaitseväeteenistuskohustuse täitmine ilma relva käsitsemise kohustuseta,set()
TEENISTUS,tööinspektsioon.n.01,"{""Synset('inspektsioon.n.02')""}",,set()
TEENISTUS,finantsinspektsioon.n.01,"{""Synset('inspektsioon.n.02')""}",,set()
TEENISTUS,keeleinspektsioon.n.01,"{""Synset('inspektsioon.n.02')""}",,set()
TEENISTUS,autoinspektsioon.n.02,"{""Synset('inspektsioon.n.02')""}",,set()
TEENISTUS,kindlustusinspektsioon.n.01,"{""Synset('inspektsioon.n.02')""}",,set()
TEENISTUS,energiaturuinspektsioon.n.01,"{""Synset('inspektsioon.n.02')""}",,set()
TEENISTUS,tervisekaitseinspektsioon.n.01,"{""Synset('inspektsioon.n.02')""}","riigiasutus, mis tegeleb tervisekaitse alase järelevalvega",set()
TEENISTUS,andmekaitseinspektsioon.n.01,"{""Synset('inspektsioon.n.02')""}",,set()
TEENISTUS,keskkonnainspektsioon.n.01,"{""Synset('inspektsioon.n.02')""}","asutus, mis teeb järelevalvet looduskeskkonna ja -varade kasutamise üle",set()
TEENISTUS,muinsuskaitseinspektsioon.n.01,"{""Synset('inspektsioon.n.02')""}",,set()
TEENISTUS,metsavalveteenistus.n.01,"{""Synset('valveteenistus.n.01')""}",,set()
TEENISTUS,pangainspektsioon.n.01,"{""Synset('inspektsioon.n.02')""}",,set()
TEENISTUS,väärtpaberiinspektsioon.n.01,"{""Synset('inspektsioon.n.02')""}",,set()
TEENISTUS,raudteeinspektsioon.n.01,"{""Synset('inspektsioon.n.02')""}",,set()
TEENISTUS,metsainspektsioon.n.01,"{""Synset('inspektsioon.n.02')""}",,set()
TEENISTUS,inspektsioon.n.02,"{""Synset('valveteenistus.n.01')""}",spetsiaalne järelevalveteenistus (EKSS),set()
TEENISTUS,veterinaarinspektsioon.n.01,"{""Synset('inspektsioon.n.02')""}",,set()
TEENUS,üldine haldusinfoteenus.n.01,"{""Synset('rakendusteenus.n.01')""}","rakendusteenus, mis annab info- ja käsuvahetuse üldise mehhanismi süsteemihalduseks tsentraliseeritud või detsentraliseeritud halduskeskkonnas",set()
TEGELANE,antikangelane.n.01,"{""Synset('tüüp.n.05')"", ""Synset('kangelane.n.02')""}","klassikalise kangelastüübi vastand, negatiivne kangelane v kangelase paroodia (EKSS)","{""Synset('kangelane.n.02')""}"
TEGELANE,antagonist.n.02,"{""Synset('kangelane.n.02')""}","loo peategelase vastane, vastutegutseja",set()
TEGELEMA,mängima.v.05,"{""Synset('harrastama.v.01')""}","mänguga tegelema, mängu harrastama (EKSS)",set()
TEGELIKKUS,tõde.n.01,"{""Synset('reaalsus.n.01')""}","vastavus reaalsusega, tõestisündinud lugu",set()
TEGEMA,palkama.v.01,"{""Synset('võtma.v.04')""}",palga vm. tasu eest teenistusse võtma (EKSS),set()
TEGEMA,jälgima.v.03,"{""Synset('kontrollima.v.04')""}","millegi arengut, käiku, tegevust, seisundit pidevalt vaatlema, kontrollima (sellega kursis olemiseks, uurimiseks, teadmiste täiendamiseks jne.)",set()
TEGEMA,kütma.v.01,"{""Synset('vältima.v.02')"", ""Synset('säilitama.v.01')""}","ahju vm. küttekoldesse tuld tegema ja seal hoidma, nii et küttekolle soojust levitab (EKSS)",set()
TEGEMA,vabastama.v.04,"{""Synset('lahti laskma.v.01')""}",kellegi võimu alt v. sunnist vabaks päästma (EKSS),set()
TEGEMA,katma.v.02,"{""Synset('seadma.v.01')""}","mingi aine v. esemega pealt, väljastpoolt kaitsma v. varjama; mingit kaitsvat v. varjavat kihti v. eset peale paigutama (EKSS)",set()
TEGEMA,toimetama.v.02,"{""Synset('seadma.v.01')""}","vajalikku, sobivasse korda seadma tegevuses olema",set()
TEGEMA,manustama.v.01,"{""Synset('võtma.v.04')""}","toitaineid, ravimeid vms. (organismi) sisse viima",set()
TEGEMA,rakendama.v.01,"{""Synset('võtma.v.04')""}","kasutusele võtma, tegevusse panema",set()
TEGEMA,päevitama.v.01,"{""Synset('võtma.v.04')""}","paljale ihule päikesepaistet laskma, (ennast) päikesepaistel pruunistada laskma",set()
TEGEMA,käsile võtma.v.01,"{""Synset('võtma.v.04')""}","tegemise v. käsitluse alla, töösse võtma, tehtavaks tegema",set()
TEGEMA,osalema.v.01,"{""Synset('võtma.v.04')""}",kaastegev olema (EKSS),set()
TEGEMA,saboteerima.v.01,"{""Synset('sooritama.v.03')"", ""Synset('saavutama.v.03')"", ""Synset('toimetama.v.02')""}","sabotaaži korraldama, sabotaaži teostama (EKSS)",set()
TEGEMA,toetuma.v.01,"{""Synset('toetama.v.03')""}",millegi v. kellegi vastu asetama v. toetama (EKSS),set()
TEGEMA,takistama.v.01,"{""Synset('vältima.v.02')"", ""Synset('säilitama.v.01')""}","kellegi tegevust ära hoidma, ajutiselt v. lõplikult ära keelama tegevust ära hoidma",set()
TEGEMA,töötama.v.01,"{""Synset('käituma.v.01')"", ""Synset('omama.v.02')"", ""Synset('käima.v.11')""}","töökohta, ametit omama",set()
TEGEMA,tallama.v.02,"{""Synset('töötama.v.03')"", ""Synset('töötama.v.01')"", ""Synset('töötama.v.04')""}",jalgadega sõtkudes töötama v. tegevuses olema (EKSS),set()
TEGEMA,liialdama.v.02,"{""Synset('kultiveerima.v.03')""}","midagi liiga palju, mõõdukuse piire ületades kasutama v. harrastama",set()
TEGEMA,julgema.v.01,"{""Synset('võtma.v.04')""}",julgust ilmutama,set()
TEGEMA,kohmitsema.v.01,"{""Synset('toimetama.v.02')""}","aeglaselt, nokitsedes, pusides, vähehaaval midagi tegema, toimetama v. õiendama",set()
TEGEMA,sobitama.v.03,"{""Synset('seadma.v.01')""}","eri isikutest, esemetest, üksustest, elementidest kokku seadma",set()
TEGEMA,valmistuma.v.01,"{""Synset('valmistama.v.01')""}",ettevalmistusi tegema end ette valmistama,set()
TEGEMA,näitama.v.03,"{""Synset('võimaldama.v.02')""}","kellelgi midagi (v. kedagi) näha võimaldama, näha v. vaadata laskma; vaatamiseks nähtavale asetama v. tooma",set()
TEGEMA,rikkuma.v.01,"{""Synset('sooritama.v.03')""}",midagi kehtestatut v. kehtivat mitte täitma,set()
TEGEMA,katsetama.v.01,"{""Synset('kontrollima.v.04')""}","omaduste, kõlblikkuse, sobivuse vm. väljaselgitamiseks v. kontrolliks (teaduslikke) katseid tegema",set()
TEGEMA,tegelema.v.01,"{""Synset('töötama.v.03')"", ""Synset('töötama.v.01')"", ""Synset('töötama.v.04')""}","mingil alal tegutsema v. töötama, millegi kallal töötama; mingi tegevusega pidevamalt seotud, hõivatud olema (EKSS)",set()
TEGEMA,jändama.v.01,"{""Synset('tegelema.v.01')""}","millegi keeruka, raske, mitte õnnestuda tahtva, palju vaeva ning kannatust nõudvaga tegelema",set()
TEGEMA,taotlema.v.01,"{""Synset('näitama.v.03')"", ""Synset('saavutama.v.03')""}","(millegi suhtes) nõuet esitama, midagi saada v. saavutada tahtma; mingi eesmärgi nimel tegutsema",set()
TEGEMA,puhastama.v.01,"{""Synset('vabastama.v.04')"", ""Synset('lahti laskma.v.01')""}","mustust, prahti, prügi kõrvaldama, mittevajalikust vabastama, kõrvalist eemaldama",set()
TEGEMA,varrastama.v.01,"{""Synset('ajama.v.17')""}",vardasse ajama; vardaga varustama (EKSS),set()
TEGEVUS,administreerimine.n.01,"{""Synset('täitmine.n.03')""}",riiklike ametkondade ja kohalike omavalitsuste tegevus parlamendi ning valitsuse normatiivaktide elluviimisel,set()
TEGEVUS,eluala.n.01,"{""Synset('tegevusala.n.01')"", ""Synset('töö.n.03')""}",töö ja tegevuse sfäär (EKSS),set()
TEGEVUS,suguelu.n.01,"{""Synset('menetlus.n.02')""}","suguihal põhinevad ja selle rahuldamisele suunatud toimingud, protsessid ja suhted",set()
TEGEVUS,abi.n.01,"{""Synset('täitmine.n.03')"", ""Synset('püüdlus.n.01')""}","tegevus, millega soodustatakse mingi vajaduse rahuldamist v. toetatakse mingite püüdluste v. eesmärkide elluviimist",set()
TEGEVUS,tegemine.n.02,"{""Synset('täitmine.n.03')""}","mingi eesmärgi täideviimine, selle nimel tegutsemine",set()
TEGEVUS,käitumine.n.01,"{""Synset('suhtlemine.n.02')""}","kedagi teat. viisil kohtlemine, kellegagi mingil viisil suhtlemine, ümber käimine; viis, kuidas keegi välismõjude suhtes reageerib",set()
TEGEVUS,täitmine.n.03,"{""Synset('tegemine.n.02')"", ""Synset('sooritamine.n.02')""}",,set()
TEGEVUS,korraldamine.n.01,"{""Synset('ammutamine.n.01')"", ""Synset('töö.n.03')""}",,set()
TEGEVUS,kuritegevus.n.01,"{""Synset('tegemine.n.02')"", ""Synset('sooritamine.n.02')""}",kuritegude sooritamine; mingil ajavahemikul toimepandud kuritegude kogu,set()
TEGEVUS,äri.n.02,"{""Synset('tegevusala.n.01')""}","tegevusala, kus midagi ostetakse, müüakse jne.",set()
TEGEVUS,liikumistegevus.n.01,"{""Synset('õpetamine.n.02')""}",liikumisõpetuse ajal tehtav tegevus,set()
TEGEVUS,säilitamine.n.01,"{""Synset('kasutus.n.01')""}",millegi alalhoidmine v. säästlik kasutamine,set()
TEGEVUS,kogumine.n.01,"{""Synset('säilitamine.n.01')""}",säilitamiseks vms,set()
TEGEVUS,kasvatus.n.01,"{""Synset('töö.n.03')""}","inimese, eriti laste ning noorsoo füüsilise ja vaimse arengu sihikindel suunamine ja mõjutamine; isiksuse kõlbeliste omaduste kujundamine",set()
TEGEVUS,osalus.n.01,"{""Synset('ammutamine.n.01')""}",mingist tegevusest osavõtmine,set()
TEGEVUS,juhatamine.n.01,"{""Synset('juhtimine.n.01')""}",juhtimise tegevus,set()
TEGEVUS,maaviljelus.n.01,"{""Synset('filmivõte.n.01')"", ""Synset('kasvatus.n.01')"", ""Synset('kasutus.n.01')"", ""Synset('töö.n.03')""}",maa kasutamine taimede kasvatamiseks (selleks vajalike tööde ja võtetega),set()
TEGEVUS,teadus.n.02,"{""Synset('kasutus.n.01')"", ""Synset('rakendamine.n.01')""}","tegevus, mille eesmärk on uute tõeste teadmiste saamine, süstematiseerimine ja rakendamine (EKSS)",set()
TEGEVUSKAVA,taktika.n.01,"{""Synset('strateegia.n.01')""}","sõjakunsti osa, mis käsitleb lahingu teoreetilist ja praktilist ettevalmistust ja juhtimist; allub strateegiale",set()
TEGIJA,praktik.n.01,"{""Synset('töötaja.n.06')""}",oma ala praktikas hästi tundev (erihariduseta) töötaja,set()
TEGIJA,diversant.n.01,"{""Synset('sooritaja.n.02')"", ""Synset('sooritaja.n.01')"", ""Synset('saavutaja.n.03')""}",diversiooni teostaja (EKSS),set()
TEGIJA,marjuline.n.01,"{""Synset('koguja.n.02')""}",,set()
TEGIJA,seeneline.n.01,"{""Synset('koguja.n.02')""}","seenelkäija, seenekorjaja.",set()
TEGIJA,ettevalmistaja.n.01,"{""Synset('valmistaja.n.06')""}",,set()
TEGIJA,liialdaja.n.02,"{""Synset('kulutaja.n.02')""}",,set()
TEGU,saavutus.n.02,"{""Synset('teostamine.n.01')""}",millegi teokstegemine,set()
TEGU,vahend.n.01,"{""Synset('saavutus.n.02')""}","mingile eesmärgile suunatud, selle saavutamiseks rakendatud tegevus",set()
TEGU,teostamine.n.01,"{""Synset('saavutus.n.02')""}",eesmärgi saavutamisele viinud tegu või tegevus,set()
TEHING,hüpoteegitehing.n.01,"{""Synset('pangatehing.n.01')""}","hüpoteeklaenu andmine koos kogu selle juurde kuuluva asjaajamisega, sealhulgas dokumentide vormistamine; pangatehing, mille sisuks on hüpoteeklaenu andmine",set()
TEKITAMINE,esmastootmine.n.01,"{""Synset('kaevandamine.n.01')""}","põllu- ja metsamajandus, jahindus, kalapüük, maavarade kaevandamine jmt tootmisalad, mille toodangu kujul tuuakse kas loodusvarad ise või nende mõju rahvamajanduslikku käibesse",set()
TEKITAMINE,abitootmine.n.01,"{""Synset('põhitootmine.n.01')""}",põhitootmist teenindav tootmistegevuse osa,"{""Synset('põhitootmine.n.01')""}"
TEKK,ülatekk.n.01,"{""Synset('peatekk.n.01')""}",peateki peal asuva teki üldnimetus,set()
TEKK,kvartertekk.n.01,"{""Synset('peatekk.n.01')""}",peatekist astme võrra kõrgem tekk,set()
TEKK,ripptekk.n.01,"{""Synset('vahetekk.n.01')""}",ülestõstetava rambiga varustatud endast kõrgema teki küljes rippuv vahetekk,set()
TEKK,vahetekk.n.01,"{""Synset('peatekk.n.01')""}",peatekist allpool paiknev tekk (EKSS),set()
TEKST,autoritekst.n.01,"{""Synset('kõne.n.06')""}","teksti osa, kus autor vahetult, enda nimel pöördub lugeja poole",set()
TEKST,käsikiri.n.01,"{""Synset('kiri.n.01')""}","millegi käsitsi, kirjutusmasinal v. personaalarvutil kirjutatud tekst (hrl. publitseerimiseks)",set()
TEKST,pealiskiri.n.01,"{""Synset('kiri.n.01')""}","pealekirjutatud, -trükitud v. -raiutud lühitekst pealiskiri, tekst",set()
TELEFON,käevabatelefon.n.01,"{""Synset('mobiiltelefon.n.01')""}","peakomplektiga mobiiltelefon, mis võimaldab käed muudeks tegevusteks vabaks jätta",set()
TELG,y-telg.n.01,"{""Synset('koordinaattelg.n.01')""}",teljestiku teine koordinaattelg (EKSS),set()
TEMPEL,enneastüül.n.01,"{""Synset('antiiktempel.n.01')""}",üheksasambalise portikusega antiiktempel või klassitsistlik ehitis,set()
TEMPERATUUR,kehatemperatuur.n.01,"{""Synset('soojus.n.01')""}",inimese v. looma keha temperatuur,set()
TEMPERATUUR,toatemperatuur.n.01,"{""Synset('soojus.n.01')""}","normaalne temperatuur ruumis, kus elavad inimsed",set()
TEMPERATUUR,õhutemperatuur.n.01,"{""Synset('soojus.n.01')""}","temperatuur, mida mõõdetakse õhust; õhu soojusaste",set()
TEMPERATUUR,külm.n.01,"{""Synset('soojus.n.01')""}","sooja puudumine; madal temperatuur, külmolek, külm",set()
TEOORIA,intuitivism.n.01,"{""Synset('kunstiteooria.n.01')""}","19. ja 20. saj vahetusel kujunenud kunstiteooria, mis tunnistab kunstiteose loomisel primaarseks alateadvusel põhineva intuitsiooni, vastandades viimasel intellektile ja empiirilisele uurimisele",set()
TEOS,kunstiteos.n.02,"{""Synset('kirjandusteos.n.01')"", ""Synset('kompositsioon.n.01')""}","loometöö kunstiväärtuslik tulemus, nt maal, ehe, helitöö, ehitis, kirjandusteos (EKSS)",set()
TEOS,kitš.n.01,"{""Synset('kunstiteos.n.01')""}","võimalikult suure tarbijaskonna maitsele kohandatud odav kunst, kunsti jäljendus",set()
TEOS,dublett.n.01,"{""Synset('originaal.n.01')""}","teose teine, originaaliga peaaegu samaväärne eksemplar kunstikogus",set()
TEOS,tõmbetükk.n.01,"{""Synset('lavateos.n.01')""}","menukas, rohket tulu andev film v. lavateos",set()
TEOS,šedööver.n.01,"{""Synset('kunstiteos.n.01')"", ""Synset('kunstiteos.n.02')""}",eriti väljapaistev kunstiteos,set()
TERA,tang.n.01,"{""Synset('oder.n.02')""}",teravilja (näit. odra) kooritud ja purustatud tera (EKSS),set()
TERA,kruubid.n.01,"{""Synset('oder.n.02')"", ""Synset('nisu.n.02')"", ""Synset('tang.n.01')""}","teravilja (näit. odra, nisu, hirsi) kooritud ja lihvitud terad",set()
TERAS,kroomnikkelteras.n.01,"{""Synset('nikkelteras.n.01')""}",kroomi ja niklit sisaldav legeeritud teras,set()
TIGU,mageveetigu.n.01,"{""Synset('veetigu.n.01')""}",,set()
TOIDUAINE,juuretis.n.01,"{""Synset('koostisosa.n.02')""}","rikkalikult mikroobe sisaldav käärinud aine, millega kutsutakse esile käärimine",set()
TOIDUAINE,marinaad.n.01,"{""Synset('toit.n.01')""}",toidu maitsestamiseks ja mahlasuse säilitamiseks kasutatav vedelik,set()
TOIDUAINE,siirup.n.01,"{""Synset('toit.n.01')""}","voolaval kujul esinev looduslik suhkur, mis võib olla saadud suhkrust ja veest, roo- või peedisuhkru töötlemisejääkidest või siis taimemahladest",set()
TOIDUAINE,rasvaine.n.01,"{""Synset('koostisosa.n.02')""}",,set()
TOIDUAINE,bambusevõrsed.n.01,"{""Synset('toit.n.01')""}","kahelt bambuseliigilt saadavad õrnad noored võrsed, mida tarvitatakse toiduks",set()
TOIDUAINE,kergitusaine.n.01,"{""Synset('koostisosa.n.02')""}","kerkima panev, kergitav aine (EKSS)",set()
TOIDUAINE,agar-agar.n.01,"{""Synset('koostisosa.n.02')""}","punavetikatest saadav tarretusaine, mida kasutatakse marmelaadi ja muude maiustuste valmistamisel",set()
TOIDUAINE,tainas.n.01,"{""Synset('koostisosa.n.02')"", ""Synset('rasvaine.n.01')"", ""Synset('kergitusaine.n.01')""}","küpsetiste valmistamiseks kasutatav segu jahust ja vedelikust, võib sisaldada ka muna, rasvainet või kergitusainet",set()
TOIDUAINE,toit.n.01,"{""Synset('koostisosa.n.02')""}","ettevalmistatud (keedetud, küpsetatud, grillitid, lõigutud vm) toiduained lauale panemiseks ja söömiseks; valmisained, mida süüakse kõhu täitmiseks",set()
TOIDUAINE,kuivaine.n.01,"{""Synset('koostisosa.n.02')""}",kuiv toiduaine (EKSS),set()
TOIDUAINE,želatiin.n.01,"{""Synset('koostisosa.n.02')"", ""Synset('toit.n.01')""}","värvitu, vees lahustuv tarretisaine, mida toodetakse peamiselt looma kontidest ning kasutatakse tarretise ja muude tarretatud toitude valmistamisel",set()
TOITUMA,sisse ajama.v.01,"{""Synset('sööma.v.04')""}",palju ning ahnelt sööma v. jooma,set()
TOITUMA,maitsma.v.01,"{""Synset('sööma.v.04')""}",maitset proovides suhu võtma; (pisut) sööma v. jooma,set()
TOITUMINE,inimesesöömine.n.01,"{""Synset('söömine.n.01')""}",,set()
TOITUMINE,liigsöömine.n.01,"{""Synset('söömine.n.01')""}",,set()
TOODE,mahetoode.n.01,"{""Synset('saadus.n.01')""}","mahepõllumajanduse toode, ökoloogiliselt puhas toode",set()
TOODE,loodustoode.n.01,"{""Synset('tööstustoode.n.01')""}",loodusest saadud aine v. ese (vastandina sünteetilisele v. vabrikutootele) (EKSS),"{""Synset('tööstustoode.n.01')""}"
TOODE,vahetoode.n.01,"{""Synset('lõpptoode.n.01')""}",lõpptoote valmistamisel kasutatav toode,set()
TOODE,kõrvalsaadus.n.01,"{""Synset('saadus.n.01')""}",igasugune mittepõhisaadus tootmisel (EKSS),set()
TOOL,Windsori tool.n.01,"{""Synset('aiatool.n.01')""}","kaarduva, treitud pulkadest koosneva seljatoega aiatool",set()
TOOL,Dante tool.n.01,"{""Synset('klapptool.n.01')""}","itaalia renessansi ajal kasutuses olnud klapptool, mille käetoed on sujuvalt üleminevad x-kujulised jalad ning istmeosa on nahast või riidest",set()
TOON,külm värv.n.01,"{""Synset('varjund.n.02')""}","sinine või rohekas värvitoon, tekitab sügavuse tunde",set()
TOON,lokaaltoon.n.01,"{""Synset('varjund.n.02')""}",puhas värvitoon,set()
TOON,terrakota.n.01,"{""Synset('varjund.n.02')""}",punase savi oranžikaspruun värvitoon peale põletamist,set()
TOON,soe värv.n.01,"{""Synset('varjund.n.02')""}","kollakas või punakas värvitoon, mis tekitab läheduse tunde",set()
TOON,pastelltoon.n.01,"{""Synset('varjund.n.02')""}","igasugune hele, õrn värvitoon",set()
TOOTMA,lüpsma.v.02,"{""Synset('andma.v.05')""}",piima andma,set()
TORN,väravatorn.n.01,"{""Synset('kaitsetorn.n.01')""}","keskaegses linnusearhitektuuris väravat kaitsev torn, mis võis asetseda kas värava kohal, eelkaitsetornina värava kõrval v värava ees",set()
TRAUMA,ajutrauma.n.01,"{""Synset('peatrauma.n.01')""}",aju traumaatilised hematoomid on peatrauma tagajärjel tekkivad verekogumikud ajukestade vahel,set()
TRÜKIS,kunstiväljaanne.n.01,"{""Synset('trükk.n.01')""}","trükis, millel on reprodutseeritud kunstiteoseid",set()
